"","x"
"590413",1.0056494707213
"579683",1.00252816988141
"100890893",1.00241242762894
"115927182",1.00165594669114
"578952",1.00008848049918
"587557",0.998372352282236
"580183",0.99742117242995
"581297",0.996388744917546
"115918937",0.995545967098454
"100889553",0.995321904784479
"585698",0.99435897103246
"577210",0.993989017322939
"591704",0.993652110536671
"100889741",0.99295055824285
"583958",0.991157341168018
"586307",0.990348649347373
"589737",0.989994384726681
"100893673",0.988580194755027
"581573",0.987043624332882
"587995",0.9860864668228
"585544",0.985854740488894
"588440",0.98412899657573
"115919082",0.983733105386331
"752471",0.983352201010072
"594724",0.982099770013064
"578405",0.982054790113909
"578066",0.981445893904825
"582641",0.981370663703992
"584983",0.981097337187177
"583679",0.980568690998861
"586095",0.980295070716948
"582615",0.979434162748724
"591682",0.975867254432141
"579106",0.974883079800282
"588109",0.972494963947613
"579450",0.969610641995114
"579033",0.968371650632131
"581644",0.967905376951514
"589849",0.967368968284117
"763404",0.967226485276837
"588523",0.96594886773432
"591072",0.96592267478421
"580508",0.965156854571312
"576717",0.962147259976929
"590245",0.961332901440193
"579345",0.960289241880733
"115918037",0.958975454481215
"586642",0.955658671546974
"594357",0.955131895766879
"584954",0.953977086274363
"591955",0.952450681658479
"592479",0.95235036653732
"581361",0.9492995339542
"586525",0.947958458425764
"373471",0.94732892344957
"580926",0.946839380729572
"592207",0.946530674380686
"105443515",0.943947541305495
"584025",0.942694324980783
"577389",0.94080553000162
"584891",0.940139416024361
"105446747",0.940100986170105
"764294",0.939987578666085
"582622",0.939271150285677
"115919024",0.938446898188092
"589316",0.936327359164027
"576237",0.935435826693058
"592510",0.934523040862635
"754976",0.934240141555754
"582262",0.934022539470196
"583862",0.933006543062469
"100888858",0.932802802744367
"577111",0.932407009416788
"575497",0.932284998949896
"756379",0.929802520719741
"579174",0.927820627077883
"100888455",0.927245954385936
"100893308",0.926678764071026
"593934",0.924881708107003
"585487",0.924677324830492
"414054",0.924642107321959
"581063",0.924136236775017
"577673",0.923164078587524
"100889207",0.922049740864419
"105437839",0.921364516294102
"577566",0.921285102039553
"588169",0.919509836431892
"592282",0.919450803559828
"575077",0.917639559784288
"588674",0.916442178258481
"100891360",0.915757502693467
"589934",0.914160672503718
"585619",0.913788969655629
"575261",0.912584716130832
"591885",0.911994439893846
"585883",0.910854868191893
"100893060",0.910582771643332
"404200",0.910360846868389
"587367",0.910342818089665
"578403",0.909879132539253
"582927",0.909530975687778
"575021",0.906597024677649
"585208",0.904340150513748
"580546",0.900433443557548
"589496",0.899447599401344
"589757",0.897023885403102
"575690",0.894955288128982
"764252",0.894143626359988
"100889050",0.891730292694193
"575695",0.891485740197995
"754642",0.890541802721879
"373364",0.890335669797468
"753607",0.889296302057542
"115922311",0.886848378034208
"756518",0.886404707130286
"592845",0.886384393869881
"578887",0.884670459469797
"577399",0.883379553126962
"590798",0.881521329663489
"577809",0.880116347525472
"581673",0.878459115692414
"576910",0.876241876765679
"578526",0.875974177961629
"575710",0.874764378989856
"589239",0.874596888557949
"583668",0.874073815789975
"587761",0.872637966309964
"582397",0.871564158343452
"373367",0.871242929793602
"115925492",0.869781796313792
"585319",0.866631019839654
"579183",0.864197164360887
"100891017",0.864077209912635
"115928830",0.86267887637802
"581322",0.862062477565739
"594711",0.860970047140309
"574878",0.860708009331091
"589744",0.860307604667384
"586575",0.859470824092691
"590207",0.858957041011006
"593243",0.858454971618895
"580128",0.858405485318725
"590579",0.858367981537111
"752971",0.856752021707238
"115919460",0.856117944030078
"100890762",0.85577374034232
"589341",0.854742951110333
"576462",0.853888697740121
"586586",0.851570803648871
"587726",0.851229825718678
"105442292",0.851067654421551
"579815",0.848700995397889
"576222",0.84823507700733
"115918499",0.846700994480639
"590051",0.845370589093591
"105446570",0.844566953527642
"100893461",0.844550554869024
"589141",0.843709194797846
"578559",0.843404914441701
"588180",0.84252456976309
"115926101",0.84102408962932
"577899",0.84059878513295
"591523",0.840528495414111
"586131",0.839813428277794
"581393",0.839808612846854
"105446077",0.838737739056517
"100888576",0.838592434897798
"100890918",0.838546277815554
"100893201",0.835424112247524
"584477",0.829999763072694
"105444887",0.82988190525764
"583708",0.827705770619884
"100889566",0.827453870020965
"578571",0.827253954219375
"587394",0.822743697933956
"373219",0.821729108656281
"593842",0.821283311841618
"105444630",0.820156919237795
"579282",0.820076054970474
"577249",0.819877994341814
"577103",0.814933734824755
"576285",0.812779699886157
"584151",0.812779350897722
"592598",0.810295024052216
"576084",0.809875852197183
"586859",0.809750232515264
"578337",0.809070306008604
"115918166",0.807217992351707
"589195",0.805947547014882
"594694",0.805793501944538
"582365",0.802870185062824
"588540",0.80190538978681
"579999",0.801347426473144
"591369",0.801326104825274
"577713",0.800581587276293
"578241",0.800508502321314
"577029",0.800402118599333
"585375",0.799277821283037
"586043",0.799011008572469
"578280",0.798031886902767
"582962",0.796349131380934
"580176",0.796147625290044
"115918297",0.796121765381172
"578468",0.795025100849381
"586677",0.794670372436821
"587447",0.794090650975454
"584659",0.793488451653997
"115918675",0.790591953538581
"587653",0.788170708422611
"580491",0.788168454252013
"590422",0.786394302997707
"115929072",0.786350971420548
"581002",0.785897117005524
"100889091",0.784976696586161
"579016",0.784656856306331
"105447566",0.784145815132855
"577131",0.783692179499327
"590387",0.782714885148115
"763266",0.782689314774805
"586860",0.78265979634467
"586678",0.781550974392557
"577783",0.781377643938192
"575561",0.780328325094794
"100889828",0.779520245222293
"100891821",0.778817099135941
"100891918",0.778226613955136
"100891478",0.777043415061628
"592771",0.776645134170255
"764033",0.775529659481264
"585848",0.774226404426818
"752039",0.773775835374255
"592853",0.772928009542625
"590002",0.772150186006639
"580499",0.771149868740305
"586872",0.770979191494821
"581215",0.770088005973055
"593362",0.76958004909129
"588569",0.767247265811079
"584018",0.766215696421799
"590765",0.76529518681035
"100888488",0.764200026040942
"577200",0.764189951059175
"100888222",0.763619261985046
"100889163",0.763494952846671
"578075",0.762658145118202
"100889031",0.762539505716226
"581500",0.761380748329817
"100892832",0.761061759572768
"578464",0.760710508760191
"574566",0.760178235217794
"576466",0.759225838858217
"105439599",0.75862370714463
"583216",0.757539378628466
"100892342",0.757337673239407
"582922",0.756553847662409
"593500",0.756085742997088
"575557",0.755950056383022
"587252",0.755623417588893
"587286",0.755323716835202
"586214",0.752382866773742
"590165",0.751708557378687
"581816",0.751048206387821
"756828",0.750990878240426
"576207",0.750439058380898
"100892360",0.749876177303592
"585663",0.749740974859857
"592346",0.749168383396095
"589614",0.749102623724318
"752503",0.748361892400866
"577181",0.748106417421901
"100891958",0.74713150535521
"584966",0.747006881636064
"115917920",0.746525533722681
"583182",0.746289264470122
"582756",0.745883705571573
"115919448",0.745268259224735
"591748",0.743475813053549
"580583",0.743419720867577
"593577",0.742316589207413
"581052",0.741214005381577
"582008",0.740978951858297
"592572",0.739383765369511
"373204",0.73913782771507
"753292",0.738135123909552
"585473",0.737773970934634
"100888379",0.737288959920073
"373479",0.73708010203511
"584940",0.736990433927752
"588102",0.73670658613345
"578145",0.736515690545681
"584174",0.735914036446305
"100892098",0.735461791294383
"594485",0.735324069415411
"576569",0.734889986896919
"594128",0.732829285307486
"373376",0.732784547472404
"578811",0.732599089694006
"577567",0.730558974983383
"404196",0.729708531065573
"593302",0.729390429531427
"583743",0.727801959098381
"115918700",0.727759243247958
"115918960",0.725380396063087
"587322",0.723987385846465
"100892301",0.723242094796997
"579890",0.722985500928447
"589175",0.722753542158948
"576006",0.722600478624276
"585291",0.721814783510564
"754715",0.72144619727006
"754002",0.720010846621383
"577246",0.72000529189985
"592569",0.71999436254363
"576072",0.719676496202709
"579900",0.718851828059593
"580081",0.717857892867465
"592591",0.717531944966926
"588166",0.715776881719061
"593535",0.715578992643864
"593760",0.714826766187434
"581340",0.713909104743238
"765114",0.711374537243653
"115919801",0.710622046044152
"115929566",0.70910689102386
"593339",0.707009316229724
"585553",0.706414810845444
"574863",0.706226732412192
"100893850",0.705154932932595
"100894147",0.705084990480922
"580138",0.70499118431738
"115918831",0.703749000790451
"754157",0.703334299054961
"754241",0.703063210524018
"588014",0.702813336146844
"580143",0.702620694575745
"581807",0.700876540868473
"100888578",0.700835195375084
"589589",0.700583312226527
"577583",0.700573925750475
"590707",0.700527240828546
"752704",0.700338853161259
"578002",0.700285916225834
"583170",0.700090750056836
"762899",0.697618420675152
"586705",0.696150305490484
"115919127",0.695378544077807
"105439548",0.694835945221473
"100892772",0.694721181227679
"579571",0.693188292863296
"578149",0.693150603317257
"100893537",0.693079686262216
"576161",0.692166646167354
"580474",0.692033785167754
"580618",0.691789928407079
"584585",0.691104195065544
"373420",0.690340661617242
"115928612",0.690145062930704
"585332",0.688997270532546
"589293",0.686169961907524
"577810",0.685203070370255
"115929176",0.685152288944733
"100891046",0.684876216339252
"580111",0.683768943993152
"582150",0.683109463895146
"105441271",0.680526822428248
"574675",0.678196088993332
"584730",0.678021789789605
"753657",0.67751901246372
"763407",0.67744919262157
"590510",0.676946330451476
"100890076",0.676790179931089
"584015",0.674572804795512
"579487",0.672505145281984
"755486",0.672267299070255
"587255",0.671132579104052
"584928",0.671028716164438
"578115",0.670823158751828
"590295",0.670353086186176
"100892488",0.66870112771109
"373401",0.667022079037936
"578446",0.666759212601732
"580666",0.666209721653417
"100891481",0.666003623039147
"581725",0.665477362041303
"585254",0.665307313954839
"592785",0.664793416259865
"756125",0.664427651221979
"577545",0.66441390602706
"100890194",0.663829386564522
"579236",0.663009200275886
"100893592",0.66239844000204
"373469",0.662133393380491
"584437",0.662029336990809
"578227",0.66174372598772
"115918719",0.660405218849606
"575135",0.659869769924907
"100888169",0.659648356463054
"100890029",0.6585981652003
"762428",0.657162834997308
"115923536",0.656654850346904
"757284",0.655696533602803
"576995",0.654471407435121
"764818",0.653861905879622
"764687",0.652752639250536
"100891138",0.6525119702024
"580876",0.651788925441159
"100892677",0.650403995449301
"594474",0.650064085677519
"100893899",0.64930834969897
"584296",0.649129340812661
"587145",0.648765407985088
"752021",0.647930003562266
"373382",0.647762250698061
"581650",0.647457180762516
"100891865",0.646862631096773
"581192",0.646550364593883
"586768",0.645893817628737
"582363",0.645719350150038
"579528",0.645449045532438
"594397",0.64266587605884
"588325",0.642428345225879
"100893361",0.64212388034879
"115919962",0.641956947184646
"576711",0.641830952448855
"575562",0.641602402973883
"578155",0.640352388221757
"577969",0.639873998009557
"574755",0.639771005721077
"752394",0.638652004710279
"763347",0.63796726384978
"575755",0.636144630574027
"115920538",0.634980101067852
"100891499",0.633282459778881
"586640",0.632699262623059
"592559",0.632408453135899
"115923979",0.632304588290229
"579418",0.631704596975867
"594801",0.631444700126897
"592581",0.630212141644504
"581473",0.630204193108375
"586417",0.630072512565595
"105437211",0.629830897920521
"100892594",0.6289404669769
"584710",0.627565013382416
"115918833",0.627247683023261
"578977",0.626789246105635
"100889523",0.62609029871878
"587455",0.62567602183596
"115927438",0.624374337874586
"579796",0.623098896399556
"575922",0.623093632104246
"589731",0.622668713796853
"593478",0.622544105928329
"100890899",0.620916092675514
"578830",0.619492552232096
"591132",0.619121018057542
"588463",0.618615388734641
"586038",0.618533395876789
"580595",0.617831462730839
"373210",0.617790222586147
"576519",0.61751418012364
"764703",0.616977819363278
"585842",0.615320794875281
"583426",0.61180600036656
"593351",0.611078708959949
"100889833",0.610466699810357
"100889901",0.60815005545066
"378944",0.607587091577102
"586856",0.607526827562616
"105439793",0.607189476014989
"592142",0.606492207540744
"582884",0.605800766201648
"575722",0.605706565834159
"576106",0.604438182229354
"756814",0.604333078326389
"576225",0.600825823336003
"576892",0.600253140305375
"100892751",0.599252710549641
"576005",0.599050405972233
"580976",0.598792100400303
"584599",0.59873594951295
"592288",0.59872831217444
"578726",0.598275252452882
"100891842",0.598034905912055
"752218",0.597652896444455
"584483",0.597563452075017
"586140",0.597553618147402
"581890",0.596290173374411
"580394",0.596279235768607
"592339",0.595167267888039
"752994",0.594998666527416
"100888952",0.594389889695648
"115918203",0.594371225758817
"115920526",0.593662001987557
"115920597",0.592878989551828
"584943",0.592366593491919
"579219",0.592068218261398
"588585",0.591318462744842
"757237",0.590186786264745
"583865",0.58983862996968
"585499",0.58969526699545
"594811",0.589540600432393
"594434",0.589134856081378
"100890155",0.588472605537871
"756375",0.588067758995021
"586039",0.587872243518979
"115922506",0.586828982441717
"115919751",0.586290607189029
"581559",0.586002534209444
"752047",0.585849671029377
"587451",0.58562708603194
"577339",0.585178776833352
"587333",0.584797902496042
"574796",0.584592957223288
"588937",0.584019117664062
"581811",0.583323178575794
"587822",0.582817474136707
"100892062",0.582347259840308
"100888295",0.582255626481883
"115921188",0.581583567629373
"115920319",0.581106103602513
"576786",0.579500024974719
"576609",0.579194470969388
"575764",0.57911131277494
"581878",0.57902320344774
"577019",0.57778055817708
"115927884",0.577427877624044
"578100",0.577342458770473
"577743",0.57725461134449
"575312",0.577068493016841
"575371",0.576286042822462
"584214",0.57584118127964
"584418",0.575524079067006
"587789",0.5753382254802
"100889415",0.575233550015403
"580512",0.575076977066774
"764318",0.573548626561536
"576831",0.573196577997281
"593982",0.572739950777525
"115917901",0.571753794188597
"593528",0.571653297968848
"582126",0.571116856050914
"588858",0.569177684325602
"585742",0.569034992572746
"579053",0.568563994209994
"587599",0.568205480750423
"100890479",0.567855068243106
"115924254",0.567425623836836
"592468",0.566820139740149
"582713",0.566743480709302
"587700",0.565865617968657
"580655",0.565006430612604
"584537",0.564408596008369
"576169",0.564079431068102
"581754",0.563547999244602
"593513",0.56349027261304
"115922170",0.563455415040583
"593029",0.562455401474895
"593882",0.562045603137219
"100892112",0.561483680004194
"100890710",0.561458185592188
"585877",0.56129319463876
"585535",0.560259560179695
"764466",0.5601761534118
"580223",0.55996303694971
"581661",0.559431453479306
"587131",0.55876896410111
"594177",0.557620044113326
"100889538",0.55751837383693
"574684",0.557357784624745
"581167",0.556917490818353
"100892614",0.556836554443964
"100892853",0.556808167641902
"591686",0.556471882029483
"586143",0.556366574673227
"577320",0.55516662288438
"588190",0.554907320070603
"575361",0.554849419334507
"593558",0.554654913292374
"589214",0.554417835476416
"100891746",0.554199542807463
"577708",0.553777899176229
"100889120",0.553547971528957
"586495",0.552413895902487
"583484",0.55239913298167
"587840",0.552173046486025
"754396",0.552172255719364
"753090",0.551866631841345
"581152",0.551543773197529
"587280",0.55012935506765
"753857",0.549798196378904
"590811",0.548896612297522
"577628",0.547663203590901
"585096",0.547217788190031
"115918294",0.546874391629602
"584144",0.546482423366694
"100888786",0.546406508728384
"581670",0.544639503390701
"583920",0.544196687080187
"115924545",0.542243929381245
"100889410",0.542160648058673
"581755",0.540643621127376
"574962",0.540398150240195
"582165",0.539137620084829
"594349",0.538877479359475
"578721",0.53838974839128
"577416",0.538388385470606
"590142",0.536492821635663
"591425",0.536490996292328
"577218",0.536370215351757
"105437418",0.536131677690681
"100888477",0.535225114012268
"100891946",0.533724855077934
"590198",0.533168229129261
"579315",0.53314147017774
"115917874",0.532551756061885
"100894038",0.532541133079673
"754943",0.532173807699238
"592269",0.531392997306493
"752843",0.530855079263723
"586236",0.530042389431481
"591301",0.52986267851667
"582567",0.529673872004218
"115919094",0.528614717264699
"584340",0.527790745000598
"591068",0.527192652195906
"100888908",0.527144157211585
"575831",0.527001840968939
"580881",0.526996434438923
"591423",0.526634999458367
"582203",0.524395166263288
"100893881",0.523991769743159
"100891501",0.521499011180685
"589925",0.520001521541392
"588496",0.519895015257471
"593104",0.51961448861047
"115926237",0.518351915240774
"754063",0.517761340293383
"583915",0.517306293533711
"100893485",0.516983183307192
"580779",0.516955929953504
"592281",0.516765427595026
"585387",0.516633564921378
"100891950",0.516624571606702
"575318",0.515685633539843
"105438920",0.514518788717031
"115928644",0.514413443395907
"575576",0.513581049050412
"575510",0.513326791973387
"100891770",0.513209801019485
"115929718",0.513125926553226
"581053",0.51283886061308
"581148",0.51222981993562
"582559",0.511886719835197
"752270",0.511057076328766
"763319",0.51048226426094
"579912",0.510107751769136
"585757",0.509345184535971
"575063",0.508339502202164
"589295",0.508226987426086
"583944",0.507618051827246
"105440158",0.507109730394073
"115924017",0.506811105948498
"587163",0.506434205269362
"100893658",0.506304837035578
"587222",0.506179809975832
"115918094",0.505862720387929
"587952",0.505598991539363
"754729",0.504133377834907
"754298",0.504102837168116
"591381",0.503508391700339
"590908",0.503441708122656
"115919370",0.501960587088036
"115926599",0.500890003113732
"100888501",0.500667503305687
"574753",0.499693186029854
"105445033",0.498609882043646
"594679",0.498586381651236
"582422",0.498521252969253
"764393",0.498483893367571
"585449",0.498114595593292
"100892847",0.497083614342111
"589166",0.494111313408712
"115926793",0.493758360816273
"755639",0.493248371179011
"115926878",0.492964251925115
"590913",0.492735160855852
"100893535",0.492698345654706
"100891467",0.492479639220515
"580733",0.492061478213518
"764044",0.491932003493597
"100891350",0.490894683820545
"588470",0.490681621472546
"585140",0.490182710145171
"100889351",0.489759258249385
"585461",0.48894869731843
"100889590",0.488531178747479
"753416",0.488111913610398
"100891806",0.488001341110921
"580462",0.487976552612073
"593945",0.48781551605173
"581039",0.487433615766214
"576217",0.486994266558005
"754521",0.486337183290373
"592450",0.48592340133494
"591573",0.485582966339761
"763316",0.48544331511784
"586818",0.485053498657346
"100889051",0.484627591696476
"764485",0.484337617786025
"591138",0.484231169432826
"581667",0.4839465451593
"586461",0.483783256098423
"115920909",0.483399049730739
"577222",0.483133498418125
"579562",0.483100133347974
"753829",0.481768854365683
"580213",0.481592341324822
"587337",0.481425827180836
"105442851",0.480545663625263
"592417",0.479762849502625
"579218",0.478036177744404
"586359",0.476740325532125
"105444352",0.476585243875549
"373476",0.475500335653726
"105440011",0.475177840999859
"593244",0.474792328060036
"756610",0.474446349314246
"582558",0.473981499992345
"584411",0.473852724790204
"105440246",0.473808956902246
"592189",0.47355548838644
"578884",0.473450007276507
"575259",0.473327444902589
"115922209",0.47285710358568
"582478",0.472403886174597
"583127",0.472119485877479
"100888490",0.472058803199398
"580332",0.471888677012802
