"KEGG","2019"
"C00009",1.17475139081677
"C00022",1.5090039461351
"C00025",-0.79913154173056
"C00026",-0.538367813967465
"C00036",0.0436627543794715
"C00037",0.0694681741433583
"C00041",-0.994401772470049
"C00042",0.593721784959157
"C00047",-0.87342797940401
"C00048",1.82291933872167
"C00049",-1.08418918395469
"C00062",-0.958415093046621
"C00064",-0.568088629693295
"C00073",-1.50476309232256
"C00077",-0.800957149395042
"C00078",-0.70987695309023
"C00079",-1.23351513157652
"C00082",-0.767212958600322
"C00086",0.874128896926779
"C00089",1.6448834857706
"C00092",-0.735050720090274
"C00093",-0.945010361267976
"C00097",-1.04283354789565
"C00099",0.813867316894338
"C00106",2.15304682320692
"C00111",-0.992919047930414
"C00116",1.54112449983248
"C00117",-0.389294375218203
"C00122",0.489710672734523
"C00123",-0.940275784610013
"C00134",0.738037589259947
"C00135",-1.04617315473179
"C00137",-1.1866712022536
"C00147",-0.800919771367768
"C00148",-0.880170124991076
"C00152",-0.834221220584563
"C00153",-1.15573676494933
"C00158",-1.78919651344292
"C00164",1.69061759697202
"C00178",2.35623558999967
"C00183",-1.23569180191478
"C00186",1.21281574816988
"C00188",-0.969789762043636
"C00189",1.51177853403715
"C00192",1.29319088131327
"C00209",1.46413815168773
"C00213",1.34641411889679
"C00221",0.410063403831911
"C00249",1.33581802455973
"C00253",0.509943894946333
"C00258",1.06316593772185
"C00262",0.370863871333888
"C00315",-1.00370950755464
"C00329",0.734161469142201
"C00334",-0.109338683707723
"C00380",0.682407809584259
"C00392",0.540467130814004
"C00407",-1.16067937828866
"C00431",0.658664307520532
"C00489",0.960584565265129
"C00519",0.741300880179348
"C00530",0.13877754743706
"C00539",1.34574843338615
"C00606",-0.735437470599517
"C00645",-0.539145353166745
"C00712",1.05810599786034
"C00716",-0.609996328723297
"C00750",-0.526219029476225
"C00785",0.695834286678396
"C00791",-1.32142694180396
"C00794",2.030235712167
"C00815",0.922421650389282
"C00823",0.404682042891748
"C00936",0.117435786007133
"C00956",-0.692977996695742
"C00984",0.308136612005615
"C01013",1.70300672035968
"C01089",1.28237509454543
"C01384",0.71035114023776
"C01487",0.372794428509144
"C01530",1.73159499381363
"C01571",0.896441154837524
"C01585",1.79492989539494
"C01595",1.04743489067378
"C01601",1.84677442225777
"C01620",-0.732740001390418
"C01672",-0.178685949458241
"C01712",1.24011972922847
"C01732",1.14404418008464
"C01879",-0.568081029218362
"C02037",-2.24831892411457
"C02170",1.05389363653405
"C02291",-0.492818503827559
"C02336",0.32878673502491
"C02356",-0.767187734616021
"C02504",2.42770162754818
"C02630",0.0394584084209158
"C02674",-1.27349732657306
"C02679",1.14014129070178
"C02727",-0.695632512335574
"C03547",1.16014453403095
"C03668",-0.782057098686027
"C05145",0.378121275356159
"C06104",1.52421041212899
"C06423",1.66951151687511
"C06424",1.68191440120155
"C06429",0.276089305981245
"C06771",1.46483716202718
"C08261",0.226041677680261
"C16513",0.211223326733998
"C19670",1.32781234756878
"D01924",0.944304278277681
